T,α,τ,benefit_risk_heuristic,biggest_difference_heuristic,h,highest_prob_heuristic,least_difference_heuristic,neutral_heuristic,optimal
7,0.3,1,0.161972418918941,1.98128616007207,0.4,1.05787850294405,1.05787850294405,0.209093921410218,0.142562842823231
7,0.1,0.2,3.00611207947524,3.44260004526709,0.6,3.30308701976947,3.30308701976947,2.93688392812645,2.93688392808485
7,0.2,0.2,2.96531491720277,3.27603034210242,0.6,3.29936995913155,3.29936995913155,2.94810902608238,2.92900495972298
7,0.3,0.2,2.94036474286614,3.15740663084254,0.6,3.29882234109989,3.29882234109989,2.96418992852493,2.91785271820464
7,0.1,0.4,2.35158742092253,3.7881660807631,0.6,2.74111375696536,2.74111375696536,2.26846164370899,2.26846164370899
7,0.2,0.4,2.31636938651364,3.32298721555905,0.6,2.72322573683725,2.72322573683725,2.2625500924958,2.26104576644156
7,0.3,0.4,2.28603515185537,2.98259914829548,0.6,2.71510373969513,2.71510373969513,2.26175770104758,2.24623995832407
7,0.1,0.6,1.70946251042444,3.88979643989704,0.6,2.31167062889694,2.31167062889694,1.60155885842458,1.60155885842458
7,0.2,0.6,1.65669918372597,3.18312357674643,0.6,2.28483859856412,2.28483859856412,1.59267517463868,1.59041713752195
7,0.3,0.6,1.61080024359843,2.66642857086491,0.6,2.27265560278539,2.27265560278539,1.59147400875924,1.55745961327441
7,0.1,0.8,0.963356456258658,3.99417010469454,0.6,1.88222749646081,1.88222749646081,0.933862962371744,0.933862962371744
7,0.2,0.8,0.981895327736043,3.03940415410436,0.6,1.84645145582949,1.84645145582949,0.921996581955996,0.911385332424124
7,0.3,0.8,0.920641671110847,2.3415940269264,0.6,1.83020746137045,1.83020746137045,0.920382304300238,0.859991292930631
7,0.1,1,0.279662909649657,4.10702618315351,0.6,1.45278435965481,1.45278435965481,0.265236563585123,0.265236563585123
7,0.2,1,0.219426387735764,2.89078234010997,0.6,1.40806430863116,1.40806430863116,0.250374550373223,0.214385283617822
7,0.3,1,0.166001218470965,2.00222772376633,0.6,1.38775931544807,1.38775931544807,0.248339467491748,0.149868192037282
7,0.1,0.2,5.25880097554125,5.73869894933952,0.8,5.9858487902371,5.9858487902371,5.19604118570586,5.19604118570586
7,0.2,0.2,5.23516290532351,5.58440261105546,0.8,5.97859357038232,5.97859357038232,5.21762793883025,5.21715053517306
7,0.3,0.2,5.23346654099535,5.48147150953243,0.8,5.97573215362621,5.97573215362621,5.24830602461812,5.23187289470221
7,0.1,0.4,4.20165743085533,5.55907077977485,0.8,5.07444587267509,5.07444587267509,3.97305361869524,3.97305361869524
7,0.2,0.4,4.1682685239093,5.12636875472793,0.8,5.05714651857044,5.05714651857044,3.97345832001534,3.97197205405267
7,0.3,0.4,4.14430991029664,4.81475040828074,0.8,5.0534156495682,5.0534156495682,3.98205357047668,3.97666570307435
7,0.1,0.6,3.05769161415081,5.1301776340788,0.8,4.41166880791628,4.41166880791628,2.75090785679419,2.75085041292434
7,0.2,0.6,3.00287714138804,4.46281617907326,0.8,4.3857197767451,4.3857197767451,2.75144042789815,2.74920408481194
7,0.3,0.6,2.96145673916563,3.98298874793646,0.8,4.38012347323867,4.38012347323867,2.76425947179146,2.75615466590827
7,0.1,0.8,1.85282599701527,4.67695162348011,0.8,3.74889174242655,3.74889174242655,1.52237814412933,1.52237814412933
7,0.2,0.8,1.77721880090086,3.76040458649923,0.8,3.71429303417937,3.71429303417937,1.52300846352945,1.52001864019239
7,0.3,0.8,1.7175743641577,3.10213370905377,0.8,3.70683129616671,3.70683129616671,1.54007902421315,1.52924591659724
7,0.1,1,0.321721775193077,4.17448544291439,0.8,3.08611467620578,3.08611467620578,0.285154598627638,0.285154598627638
7,0.2,1,0.263026153138286,2.96621671724014,0.8,3.04286629087313,3.04286629087313,0.285825351604631,0.258961586137179
7,0.3,1,0.258573142458647,2.0987852533158,0.8,3.03353911835221,3.03353911835221,0.307131967885041,0.208473317237957
7,0.1,0.2,8.32472129064921,8.82278911915171,1,8.89590868891531,8.89590868891531,8.13813097956087,8.13813097956087
7,0.2,0.2,8.31071132080567,8.69037195593922,1,8.92097721790574,8.92097721790574,8.17189842203314,8.17143875895283
7,0.3,0.2,8.32000709666446,8.58597001413177,1,8.95349545635305,8.95349545635305,8.22034887633977,8.2188097871956
7,0.1,0.4,6.90275023592956,8.06528814634543,1,7.25544104258106,7.25544104258106,6.22853991495218,6.21360839598468
7,0.2,0.4,6.86903113102734,7.6976061836374,1,7.26475791852158,7.26475791852158,6.23652571660781,6.22861087329444
7,0.3,0.4,6.85150801355687,7.36021364590346,1,7.29559421210806,7.29559421210806,6.2569129820436,6.2516919507463
7,0.1,0.6,5.22317198254411,7.08063331535416,1,5.88310449694874,5.88310449694874,4.30374442991919,4.29926443733126
7,0.2,0.6,5.16860309360919,6.48862802181352,1,5.89708003382046,5.89708003382046,4.31547892903533,4.30945504117095
7,0.3,0.6,5.13512795536126,5.94774516356385,1,5.94333517358811,5.94333517358811,4.3457532978065,4.33510116431618
7,0.1,0.8,3.41124949111852,5.98307505680196,1,4.51072976147375,4.51072976147375,2.34771126603373,2.34231701947121
7,0.2,0.8,3.33916435339481,5.15500597602087,1,4.5293641084982,4.5293641084982,2.36316377954809,2.35615676689506
7,0.3,0.8,3.29353710014537,4.40769930999315,1,4.59103856249596,4.59103856249596,2.40358255871978,2.39074063238122
7,0.1,1,0.473092778568346,4.52114177838344,1,3.13831583642614,3.13831583642614,0.339849784092919,0.339849784092919
7,0.2,1,0.424900998774051,3.34448655903416,1,3.16160914674205,3.16160914674205,0.358872713738561,0.355154084363147
7,0.3,1,0.617948243650852,2.31039130723997,1,3.23870339527997,3.23870339527997,0.409532687421797,0.38926885515724
